company_code,employee_id,first_name,middle_name,last_name,ssn,date_of_birth,gender,hire_date,termination_date,employment_status,job_title,department,full_time_equivalent,pay_frequency,employment_type_code,email,employee_category,notes,add_name,add_date,modified_by,modified_on
404,1138,Linda,,Davis,155-71-7580,1995-02-13,M,2021-12-14,,A,Staff,Operations,1.0,Bi-Weekly,FT,linda.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1139,Sarah,B,Brown,213-97-7922,1998-03-14,M,2022-12-26,,A,Staff,Operations,1.0,Bi-Weekly,FT,sarah.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1140,Robert,C,Smith,725-43-4436,1980-07-30,F,2021-05-06,,A,Staff,Operations,1.0,Bi-Weekly,FT,robert.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1141,Charles,C,Williams,295-96-7307,1990-07-01,F,2023-02-26,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1142,Thomas,C,Davis,610-78-1605,1977-06-09,F,2022-02-12,2025-08-11,T,Staff,Operations,1.0,Bi-Weekly,FT,thomas.davis@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1143,Susan,D,Smith,632-67-3635,1976-09-23,M,2022-08-08,,A,Staff,Operations,1.0,Bi-Weekly,FT,susan.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1144,Linda,B,Brown,721-10-3533,1984-09-12,M,2022-04-09,,A,Staff,Operations,1.0,Bi-Weekly,FT,linda.brown@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1145,Michael,B,Lopez,476-53-7436,1987-10-24,M,2023-09-22,,A,Staff,Operations,1.0,Bi-Weekly,FT,michael.lopez@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1146,Mary,A,Taylor,292-25-8544,1975-05-26,M,2021-04-28,2025-12-24,T,Staff,Operations,1.0,Bi-Weekly,FT,mary.taylor@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1147,David,A,Williams,832-39-4973,1984-04-21,F,2021-10-24,,A,Staff,Operations,1.0,Bi-Weekly,FT,david.williams@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1148,Charles,A,Smith,517-27-7709,1992-05-12,F,2022-11-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,charles.smith@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1149,Patricia,C,Jackson,349-95-9377,1999-01-29,F,2021-08-20,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.jackson@mailinator.com,Regular,,System_Admin,2025-01-01,,
404,1150,Patricia,D,Martin,755-55-3831,1989-12-10,M,2022-05-12,,A,Staff,Operations,1.0,Bi-Weekly,FT,patricia.martin@mailinator.com,Regular,,System_Admin,2025-01-01,,
